total_trans,total_success_trans,merchant,payment_method,payment_gateway,sub_type,date,hour_start,bank
1,0,zivame,CARD,PAYU,,2/13/2020,11,AMEX
5,3,countrydelight,CARD,PAYU,,2/13/2020,5,AMEX
1,1,drivezy,CARD,RAZORPAY,,2/13/2020,15,AMEX
7,6,urbanclap,CARD,PAYU,,2/13/2020,2,AMEX
2,0,medlife_prod,CARD,TPSL,,2/13/2020,12,AMEX
1,0,pharmeasytech,CARD,PAYU,,2/12/2020,16,AMEX
1,1,drivezy,CARD,RAZORPAY,,2/14/2020,21,AMEX
1,0,pharmeasytech,CARD,PAYU,,2/14/2020,16,AMEX
1,1,countrydelight,CARD,PAYU,,2/14/2020,22,AMEX
1,1,countrydelight,CARD,PAYU,,2/13/2020,14,AMEX
1,1,zivame,CARD,RAZORPAY,,2/14/2020,9,AMEX
2,2,zivame,CARD,PAYU,,2/13/2020,8,AMEX
1,0,pharmeasytech,CARD,PAYU,,2/13/2020,6,AMEX
1,0,countrydelight,CARD,PAYU,,2/13/2020,11,AMEX
1,1,drivezy,CARD,RAZORPAY,,2/13/2020,18,AMEX
1,1,drivezy,CARD,RAZORPAY,,2/12/2020,8,AMEX
1,0,pharmeasytech,CARD,PAYU,,2/12/2020,22,AMEX
1,1,drivezy,CARD,RAZORPAY,,2/14/2020,5,AMEX
1,1,countrydelight,CARD,PAYU,,2/12/2020,22,AMEX
171,131,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,12,PAYTM
478,396,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,11,PAYTM
182,129,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,3,PAYTM
219,151,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,9,PAYTM
43,28,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,5,PAYTM
278,200,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,7,PAYTM
184,156,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,5,PAYTM
173,120,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,6,PAYTM
105,79,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,2,PAYTM
37,30,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,4,PAYTM
252,191,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,6,PAYTM
179,152,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,4,PAYTM
8,5,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,11,PAYTM
44,32,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,11,PAYTM
73,56,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,1,PAYTM
25,16,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,3,PAYTM
72,43,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,5,PAYTM
5,1,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,5,PAYTM
51,38,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,7,PAYTM
59,39,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,3,PAYTM
44,33,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,11,PAYTM
87,63,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,4,PAYTM
45,26,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,6,PAYTM
3,0,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,3,PAYTM
54,38,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,11,PAYTM
55,35,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,12,PAYTM
147,99,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,5,PAYTM
22,15,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,10,PAYTM
1230,1001,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,15,PAYTM
155,131,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,14,PAYTM
57,32,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,1,PAYTM
1,0,urbanclap,WALLET,PAYTM,,2/14/2020,11,PAYTM
43,33,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,0,PAYTM
378,285,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,13,PAYTM
464,340,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,14,PAYTM
78,65,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,16,PAYTM
12,8,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,8,PAYTM
16,5,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,16,PAYTM
81,66,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,18,PAYTM
75,54,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,15,PAYTM
75,59,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,16,PAYTM
39,32,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,13,PAYTM
83,51,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,15,PAYTM
69,48,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,16,PAYTM
7,4,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,23,PAYTM
14,8,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,14,PAYTM
43,23,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,19,PAYTM
21,12,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
60,40,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,17,PAYTM
98,74,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,17,PAYTM
8,7,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,23,PAYTM
3,1,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
14,7,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,20,PAYTM
17,8,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,20,PAYTM
5,4,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,13,PAYTM
11,2,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,13,PAYTM
5,5,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
29,20,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,2,PAYTM
14,12,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,6,PAYTM
7,4,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,0,PAYTM
5,1,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,1,PAYTM
2,0,pharmeasytech,WALLET,PAYTM,,2/14/2020,13,PAYTM
3,2,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
10,3,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
5,2,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,20,PAYTM
4,1,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,21,PAYTM
9,6,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,22,PAYTM
15,11,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,22,PAYTM
4,1,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,19,PAYTM
1,1,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,18,PAYTM
260,178,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,11,PAYTM
266,197,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,9,PAYTM
172,147,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,6,PAYTM
122,97,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,2,PAYTM
63,45,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,5,PAYTM
146,91,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,10,PAYTM
286,207,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,5,PAYTM
137,102,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
156,121,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,5,PAYTM
191,130,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
196,140,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,8,PAYTM
170,136,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,3,PAYTM
125,95,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,1,PAYTM
501,395,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,2,PAYTM
21,13,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,0,PAYTM
79,61,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,11,PAYTM
193,146,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,6,PAYTM
130,104,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,8,PAYTM
115,96,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,9,PAYTM
256,190,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,12,PAYTM
159,136,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,5,PAYTM
19,15,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,8,PAYTM
58,29,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,12,PAYTM
44,25,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,0,PAYTM
145,122,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
109,96,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,12,PAYTM
33,25,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,5,PAYTM
13,6,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,6,PAYTM
184,129,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,3,PAYTM
18,14,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
18,10,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,1,PAYTM
91,76,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,2,PAYTM
11,6,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,6,PAYTM
32,17,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
32,26,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,1,PAYTM
56,44,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,8,PAYTM
32,23,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,2,PAYTM
12,7,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,0,PAYTM
51,33,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,15,PAYTM
1197,952,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,15,PAYTM
8,7,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,0,PAYTM
44,34,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,4,PAYTM
37,27,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,4,PAYTM
108,72,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,15,PAYTM
21,15,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,6,PAYTM
68,65,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,2,PAYTM
18,15,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,20,PAYTM
107,74,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,14,PAYTM
134,86,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,17,PAYTM
59,38,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,18,PAYTM
54,41,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,18,PAYTM
29,14,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,20,PAYTM
55,41,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,18,PAYTM
4,3,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,17,PAYTM
30,12,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,18,PAYTM
12,8,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,21,PAYTM
1,0,pharmeasytech,WALLET,PAYTM,,2/12/2020,15,PAYTM
40,26,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,16,PAYTM
62,42,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,16,PAYTM
6,5,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,21,PAYTM
5,3,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,20,PAYTM
17,10,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,15,PAYTM
51,30,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,13,PAYTM
16,11,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,19,PAYTM
7,6,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,23,PAYTM
7,3,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,18,PAYTM
2,0,medlife_prod,WALLET,PAYTM,,2/14/2020,14,PAYTM
3,0,countrydelight,WALLET,PAYTM,,2/14/2020,10,PAYTM
1,0,medlife_prod,WALLET,PAYTM,,2/14/2020,4,PAYTM
1,1,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/14/2020,0,PAYTM
1,0,urbanclap,WALLET,PAYTM,,2/14/2020,8,PAYTM
6,5,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,7,PAYTM
17,8,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,10,PAYTM
332,240,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,5,PAYTM
25,19,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,1,PAYTM
264,200,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,7,PAYTM
234,159,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,10,PAYTM
46,30,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,1,PAYTM
56,47,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
207,152,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
164,139,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,8,PAYTM
23,14,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,9,PAYTM
13,5,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,9,PAYTM
128,106,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,10,PAYTM
130,113,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,3,PAYTM
268,186,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,4,PAYTM
175,154,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,4,PAYTM
246,184,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
35,27,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,11,PAYTM
68,55,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,0,PAYTM
43,31,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,8,PAYTM
50,37,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,3,PAYTM
30,14,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,3,PAYTM
59,44,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,9,PAYTM
21,17,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,11,PAYTM
22,15,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
33,22,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,10,PAYTM
142,114,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,4,PAYTM
2,0,urbanclap,WALLET,PAYTM,,2/13/2020,4,PAYTM
25,18,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,2,PAYTM
16,11,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,1,PAYTM
1,0,drivezy,WALLET,PAYTM,,2/13/2020,1,PAYTM
33,19,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,2,PAYTM
17,9,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,11,PAYTM
46,30,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,6,PAYTM
7,2,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,2,PAYTM
25,12,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,5,PAYTM
269,224,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
44,31,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
5,3,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,8,PAYTM
2,0,pharmeasytech,WALLET,PAYTM,,2/13/2020,10,PAYTM
33,20,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,7,PAYTM
28,19,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,4,PAYTM
49,23,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,18,PAYTM
9,0,pharmeasytech,WALLET,PAYTM,,2/13/2020,11,PAYTM
47,30,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,19,PAYTM
159,105,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
144,93,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,16,PAYTM
69,58,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,15,PAYTM
61,49,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
68,44,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,16,PAYTM
55,37,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,18,PAYTM
12,8,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
50,37,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,17,PAYTM
18,13,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,20,PAYTM
63,49,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
24,8,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
55,31,fanfight,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,17,PAYTM
33,20,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
17,15,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,20,PAYTM
10,3,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,17,PAYTM
11,6,pharmeasytech,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,21,PAYTM
18,9,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,18,PAYTM
18,11,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,19,PAYTM
1,0,urbanclap,WALLET,PAYTM,,2/13/2020,18,PAYTM
3,1,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,23,PAYTM
44,26,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,18,PAYTM
7,7,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,22,PAYTM
11,5,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,18,PAYTM
6,4,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,13,PAYTM
2,2,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,23,PAYTM
10,8,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,10,PAYTM
4,0,pharmeasytech,WALLET,PAYTM,,2/12/2020,6,PAYTM
4,3,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,3,PAYTM
5,4,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,7,PAYTM
2,0,drivezy,WALLET,PAYTM,,2/12/2020,15,PAYTM
18,11,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,19,PAYTM
13,10,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,16,PAYTM
11,11,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,19,PAYTM
11,5,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,21,PAYTM
3,0,pharmeasytech,WALLET,PAYTM,,2/12/2020,11,PAYTM
3,0,drivezy,WALLET,PAYTM,,2/12/2020,12,PAYTM
9,6,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,21,PAYTM
3,3,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,19,PAYTM
5,0,pharmeasytech,WALLET,PAYTM,,2/13/2020,5,PAYTM
3,0,pharmeasytech,WALLET,PAYTM,,2/13/2020,8,PAYTM
22,19,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,3,PAYTM
16,11,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,1,PAYTM
3,0,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,10,PAYTM
8,7,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,0,PAYTM
6,4,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,16,PAYTM
11,6,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,15,PAYTM
15,7,medlife_prod,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,23,PAYTM
16,12,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,14,PAYTM
1,0,drivezy,WALLET,PAYTM,,2/12/2020,9,PAYTM
6,6,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,0,PAYTM
1,1,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/12/2020,22,PAYTM
7,2,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,12,PAYTM
3,3,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,1,PAYTM
2,2,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,7,PAYTM
7,5,purplle.com,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,12,PAYTM
1,0,fanfight,WALLET,PAYTM,,2/12/2020,13,PAYTM
5,5,urbanclap,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/12/2020,23,PAYTM
1,0,drivezy,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,0,PAYTM
3,3,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,20,PAYTM
9,6,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,15,PAYTM
4,3,fanfight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,7,PAYTM
1,0,fanfight,WALLET,PAYTM,,2/13/2020,15,PAYTM
4,2,purplle.com,WALLET,PAYTM,DIRECT_WALLET_DEBIT,2/13/2020,19,PAYTM
1,0,drivezy,WALLET,PAYTM,,2/12/2020,11,PAYTM
1,0,fanfight,WALLET,PAYTM,,2/12/2020,15,PAYTM
1,0,drivezy,WALLET,PAYTM,,2/14/2020,5,PAYTM
1,1,urbanclap,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/14/2020,23,PAYTM
1,0,pharmeasytech,WALLET,PAYTM,,2/14/2020,2,PAYTM
4,2,countrydelight,WALLET,PAYTM,REDIRECT_WALLET_DEBIT,2/13/2020,0,PAYTM
